Código universal de punto de suministro,Hora,Consumo,Método de obtención,Tarifa,Precio,hora_cos,hora_sin,Mes,Mes_cos,Mes_sin,Dia,Dia_cos,Dia_sin,Dia_week,Dia_week_cos,Dia_week_sin,finde,Estacion
7,1,0.021,Real,0.31285,0.00657,0.5403,0.84147,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,2,0.02,Real,0.28539,0.00571,-0.41615,0.9093,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,3,0.021,Real,0.26862,0.00564,-0.98999,0.14112,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,4,0.024,Real,0.23276,0.00559,-0.65364,-0.7568,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,5,0.027,Real,0.22527,0.00608,0.28366,-0.95892,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,6,0.025,Real,0.23695,0.00592,0.96017,-0.27942,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,7,0.021,Real,0.2876,0.00604,0.7539,0.65699,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,8,0.02,Real,0.32825,0.00656,-0.1455,0.98936,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,9,0.034,Real,0.366,0.01244,-0.91113,0.41212,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,10,0.38,Real,0.35412,0.13457,-0.83907,-0.54402,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,11,0.577,Real,0.38455,0.22189,0.00443,-0.99999,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,12,0.374,Real,0.33925,0.12688,0.84385,-0.53657,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,13,0.409,Real,0.31404,0.12844,0.90745,0.42017,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,14,0.244,Real,0.30534,0.0745,0.13674,0.99061,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,15,0.021,Real,0.25287,0.00531,-0.75969,0.65029,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,16,0.61,Real,0.2465,0.15036,-0.95766,-0.2879,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,17,0.633,Real,0.24803,0.157,-0.27516,-0.9614,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,18,0.539,Real,0.24673,0.13299,0.66032,-0.75099,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,19,0.353,Real,0.30973,0.10933,0.9887,0.14988,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,20,0.317,Real,0.31931,0.10122,0.40808,0.91295,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,21,0.233,Real,0.40585,0.09456,-0.54773,0.83666,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,22,0.023,Real,0.39913,0.00918,-0.99996,-0.00885,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,23,0.022,Real,0.33933,0.00747,-0.53283,-0.84622,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,24,0.022,Real,0.31706,0.00698,0.42418,-0.90558,4,-0.65364,-0.7568,7,0.7539,0.65699,3,-0.98999,0.14112,1,1
7,1,0.022,Real,0.2769,0.00609,0.5403,0.84147,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,2,0.026,Real,0.23765,0.00618,-0.41615,0.9093,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,3,0.026,Real,0.22415,0.00583,-0.98999,0.14112,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,4,0.024,Real,0.22386,0.00537,-0.65364,-0.7568,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,5,0.02,Real,0.22424,0.00448,0.28366,-0.95892,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,6,0.021,Real,0.22488,0.00472,0.96017,-0.27942,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,7,0.02,Real,0.23099,0.00462,0.7539,0.65699,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,8,0.022,Real,0.30351,0.00668,-0.1455,0.98936,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,9,0.028,Real,0.34308,0.00961,-0.91113,0.41212,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,10,0.292,Real,0.26722,0.07803,-0.83907,-0.54402,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,11,0.405,Real,0.27339,0.11072,0.00443,-0.99999,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,12,0.607,Real,0.25599,0.15539,0.84385,-0.53657,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,13,0.766,Real,0.2057,0.15757,0.90745,0.42017,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,14,0.715,Real,0.18087,0.12932,0.13674,0.99061,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,15,0.153,Real,0.06375,0.00975,-0.75969,0.65029,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,16,0.026,Real,0.05008,0.0013,-0.95766,-0.2879,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,17,0.128,Real,0.05077,0.0065,-0.27516,-0.9614,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,18,0.38,Real,0.06362,0.02418,0.66032,-0.75099,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,19,0.395,Real,0.21495,0.08491,0.9887,0.14988,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,20,0.385,Real,0.28962,0.1115,0.40808,0.91295,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,21,0.62,Real,0.38235,0.23706,-0.54773,0.83666,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,22,0.27,Real,0.37937,0.10243,-0.99996,-0.00885,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,23,0.026,Real,0.33414,0.00869,-0.53283,-0.84622,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
7,24,0.023,Real,0.32425,0.00746,0.42418,-0.90558,4,-0.65364,-0.7568,8,-0.1455,0.98936,4,-0.65364,-0.7568,1,1
