Código universal de punto de suministro,Hora,Consumo,Método de obtención,Tarifa,Precio,hora_cos,hora_sin,Mes,Mes_cos,Mes_sin,Dia,Dia_cos,Dia_sin,Dia_week,Dia_week_cos,Dia_week_sin,finde,Estacion
8,1,0.067,Real,0.09146,0.00613,0.5403,0.84147,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,2,0.06,Real,0.07227,0.00434,-0.41615,0.9093,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,3,0.06,Real,0.07301,0.00438,-0.98999,0.14112,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,4,0.056,Real,0.07414,0.00415,-0.65364,-0.7568,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,5,0.053,Real,0.07545,0.004,0.28366,-0.95892,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,6,0.046,Real,0.07555,0.00348,0.96017,-0.27942,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,7,0.046,Real,0.0778,0.00358,0.7539,0.65699,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,8,0.045,Real,0.08383,0.00377,-0.1455,0.98936,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,9,0.143,Real,0.08967,0.01282,-0.91113,0.41212,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,10,0.241,Real,0.07764,0.01871,-0.83907,-0.54402,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,11,0.215,Real,0.07263,0.01562,0.00443,-0.99999,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,12,0.219,Real,0.04437,0.00972,0.84385,-0.53657,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,13,0.118,Real,0.04125,0.00487,0.90745,0.42017,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,14,0.401,Real,0.05468,0.02193,0.13674,0.99061,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,15,0.503,Real,0.06539,0.03289,-0.75969,0.65029,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,16,0.358,Real,0.0699,0.02502,-0.95766,-0.2879,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,17,0.16,Real,0.07358,0.01177,-0.27516,-0.9614,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,18,0.272,Real,0.12847,0.03494,0.66032,-0.75099,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,19,0.205,Real,0.14449,0.02962,0.9887,0.14988,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,20,0.63,Real,0.14917,0.09398,0.40808,0.91295,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,21,1.092,Real,0.1547,0.16893,-0.54773,0.83666,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,22,0.821,Real,0.1536,0.12611,-0.99996,-0.00885,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,23,0.272,Real,0.14407,0.03919,-0.53283,-0.84622,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,24,0.176,Real,0.14416,0.02537,0.42418,-0.90558,11,0.00443,-0.99999,19,0.9887,0.14988,5,0.28366,-0.95892,0,3
8,1,0.063,Real,0.1328,0.00837,0.5403,0.84147,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,2,0.053,Real,0.11611,0.00615,-0.41615,0.9093,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,3,0.062,Real,0.09987,0.00619,-0.98999,0.14112,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,4,0.098,Real,0.0984,0.00964,-0.65364,-0.7568,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,5,0.047,Real,0.10115,0.00475,0.28366,-0.95892,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,6,0.053,Real,0.10206,0.00541,0.96017,-0.27942,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,7,0.051,Real,0.13098,0.00668,0.7539,0.65699,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,8,0.051,Real,0.1395,0.00711,-0.1455,0.98936,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,9,0.035,Real,0.14156,0.00495,-0.91113,0.41212,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,10,0.069,Real,0.13973,0.00964,-0.83907,-0.54402,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,11,0.148,Real,0.13971,0.02068,0.00443,-0.99999,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,12,0.618,Real,0.13195,0.08155,0.84385,-0.53657,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,13,0.574,Real,0.12448,0.07145,0.90745,0.42017,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,14,0.309,Real,0.1274,0.03937,0.13674,0.99061,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,15,0.23,Real,0.11191,0.02574,-0.75969,0.65029,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,16,0.876,Real,0.09854,0.08632,-0.95766,-0.2879,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,17,0.401,Real,0.14053,0.05635,-0.27516,-0.9614,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,18,0.333,Real,0.14507,0.04831,0.66032,-0.75099,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,19,0.187,Real,0.15831,0.0296,0.9887,0.14988,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,20,0.197,Real,0.19149,0.03772,0.40808,0.91295,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,21,0.212,Real,0.20248,0.04293,-0.54773,0.83666,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
8,22,0.357,Real,0.17622,0.06291,-0.99996,-0.00885,11,0.00443,-0.99999,20,0.40808,0.91295,6,0.96017,-0.27942,0,3
