Código universal de punto de suministro,Hora,Consumo,Método de obtención,Tarifa,Precio,hora_cos,hora_sin,Mes,Mes_cos,Mes_sin,Dia,Dia_cos,Dia_sin,Dia_week,Dia_week_cos,Dia_week_sin,finde,Estacion
6,1,0.274,Estimado,0.12377,0.03391,0.5403,0.84147,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,2,0.229,Estimado,0.1222,0.02798,-0.41615,0.9093,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,3,0.138,Estimado,0.12482,0.01723,-0.98999,0.14112,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,4,0.043,Estimado,0.11801,0.00507,-0.65364,-0.7568,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,5,0.042,Estimado,0.11608,0.00488,0.28366,-0.95892,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,6,0.034,Estimado,0.11758,0.004,0.96017,-0.27942,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,7,0.034,Estimado,0.11853,0.00403,0.7539,0.65699,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,8,0.042,Estimado,0.12123,0.00509,-0.1455,0.98936,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,9,0.041,Estimado,0.09963,0.00408,-0.91113,0.41212,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,10,0.034,Estimado,0.07674,0.00261,-0.83907,-0.54402,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,11,0.037,Estimado,0.04286,0.00159,0.00443,-0.99999,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,12,0.094,Estimado,0.03515,0.0033,0.84385,-0.53657,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,13,0.2,Estimado,0.03298,0.0066,0.90745,0.42017,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,14,0.193,Estimado,0.03258,0.00629,0.13674,0.99061,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,15,0.211,Estimado,0.03224,0.0068,-0.75969,0.65029,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,16,0.576,Estimado,0.03533,0.02035,-0.95766,-0.2879,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,17,0.381,Estimado,0.03728,0.0142,-0.27516,-0.9614,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,18,0.211,Estimado,0.03887,0.0082,0.66032,-0.75099,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,19,0.06,Estimado,0.05153,0.00309,0.9887,0.14988,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,20,0.274,Estimado,0.08602,0.02357,0.40808,0.91295,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,21,0.565,Estimado,0.11719,0.06621,-0.54773,0.83666,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,22,0.546,Estimado,0.14053,0.07673,-0.99996,-0.00885,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,23,0.494,Estimado,0.13826,0.0683,-0.53283,-0.84622,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,24,0.402,Estimado,0.1333,0.05359,0.42418,-0.90558,5,0.28366,-0.95892,13,0.90745,0.42017,5,0.28366,-0.95892,0,1
6,1,0.282,Estimado,0.11621,0.03277,0.5403,0.84147,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,2,0.278,Estimado,0.10812,0.03006,-0.41615,0.9093,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,3,0.262,Estimado,0.09939,0.02604,-0.98999,0.14112,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,4,0.037,Estimado,0.1098,0.00406,-0.65364,-0.7568,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,5,0.047,Estimado,0.11006,0.00517,0.28366,-0.95892,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,6,0.036,Estimado,0.11024,0.00397,0.96017,-0.27942,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,7,0.077,Estimado,0.11075,0.00853,0.7539,0.65699,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,8,0.073,Estimado,0.10529,0.00769,-0.1455,0.98936,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,9,0.032,Estimado,0.08716,0.00279,-0.91113,0.41212,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,10,0.045,Estimado,0.05352,0.00241,-0.83907,-0.54402,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,11,0.038,Estimado,0.0435,0.00165,0.00443,-0.99999,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,12,0.261,Estimado,0.03684,0.00962,0.84385,-0.53657,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,13,0.208,Estimado,0.03289,0.00684,0.90745,0.42017,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,14,0.2,Estimado,0.03394,0.00679,0.13674,0.99061,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,15,0.208,Estimado,0.03452,0.00718,-0.75969,0.65029,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,16,0.209,Estimado,0.03477,0.00727,-0.95766,-0.2879,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,17,0.855,Estimado,0.03623,0.03098,-0.27516,-0.9614,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,18,0.217,Estimado,0.03692,0.00801,0.66032,-0.75099,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,19,0.226,Estimado,0.04509,0.01019,0.9887,0.14988,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,20,0.202,Estimado,0.04792,0.00968,0.40808,0.91295,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,21,0.206,Estimado,0.09629,0.01984,-0.54773,0.83666,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,22,0.213,Estimado,0.1353,0.02882,-0.99996,-0.00885,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,23,0.226,Estimado,0.13729,0.03103,-0.53283,-0.84622,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,24,0.217,Estimado,0.12937,0.02807,0.42418,-0.90558,5,0.28366,-0.95892,14,0.13674,0.99061,6,0.96017,-0.27942,0,1
6,1,0.25,Estimado,0.13159,0.0329,0.5403,0.84147,5,0.28366,-0.95892,15,-0.75969,0.65029,0,1.0,0.0,1,1
6,2,0.511,Estimado,0.12789,0.06535,-0.41615,0.9093,5,0.28366,-0.95892,15,-0.75969,0.65029,0,1.0,0.0,1,1
6,3,0.054,Estimado,0.1231,0.00665,-0.98999,0.14112,5,0.28366,-0.95892,15,-0.75969,0.65029,0,1.0,0.0,1,1
6,4,0.043,Estimado,0.11613,0.00499,-0.65364,-0.7568,5,0.28366,-0.95892,15,-0.75969,0.65029,0,1.0,0.0,1,1
6,5,0.04,Estimado,0.11414,0.00457,0.28366,-0.95892,5,0.28366,-0.95892,15,-0.75969,0.65029,0,1.0,0.0,1,1
6,6,0.038,Estimado,0.11521,0.00438,0.96017,-0.27942,5,0.28366,-0.95892,15,-0.75969,0.65029,0,1.0,0.0,1,1
6,7,0.039,Estimado,0.12442,0.00485,0.7539,0.65699,5,0.28366,-0.95892,15,-0.75969,0.65029,0,1.0,0.0,1,1
6,8,0.038,Estimado,0.13716,0.00521,-0.1455,0.98936,5,0.28366,-0.95892,15,-0.75969,0.65029,0,1.0,0.0,1,1
6,9,0.039,Estimado,0.15539,0.00606,-0.91113,0.41212,5,0.28366,-0.95892,15,-0.75969,0.65029,0,1.0,0.0,1,1
6,10,0.107,Estimado,0.11406,0.0122,-0.83907,-0.54402,5,0.28366,-0.95892,15,-0.75969,0.65029,0,1.0,0.0,1,1
