Código universal de punto de suministro,Hora,Consumo,Método de obtención,Tarifa,Precio,hora_cos,hora_sin,Mes,Mes_cos,Mes_sin,Dia,Dia_cos,Dia_sin,Dia_week,Dia_week_cos,Dia_week_sin,finde,Estacion
10,1,0.138,Real,0.16188,0.02234,0.5403,0.84147,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,2,0.147,Real,0.16063,0.02361,-0.41615,0.9093,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,3,0.103,Real,0.15787,0.01626,-0.98999,0.14112,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,4,0.102,Real,0.15715,0.01603,-0.65364,-0.7568,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,5,0.083,Real,0.15225,0.01264,0.28366,-0.95892,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,6,0.086,Real,0.15074,0.01296,0.96017,-0.27942,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,7,0.093,Real,0.15311,0.01424,0.7539,0.65699,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,8,0.08,Real,0.15425,0.01234,-0.1455,0.98936,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,9,0.094,Real,0.15357,0.01444,-0.91113,0.41212,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,10,0.094,Real,0.15234,0.01432,-0.83907,-0.54402,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,11,1.297,Real,0.13779,0.17871,0.00443,-0.99999,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,12,0.256,Real,0.12178,0.03118,0.84385,-0.53657,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,13,0.122,Real,0.12014,0.01466,0.90745,0.42017,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,14,0.147,Real,0.12379,0.0182,0.13674,0.99061,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,15,0.118,Real,0.12122,0.0143,-0.75969,0.65029,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,16,0.13,Real,0.11831,0.01538,-0.95766,-0.2879,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,17,0.862,Real,0.1158,0.09982,-0.27516,-0.9614,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,18,0.227,Real,0.11481,0.02606,0.66032,-0.75099,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,19,0.171,Real,0.12487,0.02135,0.9887,0.14988,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,20,0.116,Real,0.12721,0.01476,0.40808,0.91295,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,21,0.183,Real,0.15397,0.02818,-0.54773,0.83666,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,22,0.13,Real,0.16192,0.02105,-0.99996,-0.00885,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,23,0.164,Real,0.16041,0.02631,-0.53283,-0.84622,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,24,0.187,Real,0.15455,0.0289,0.42418,-0.90558,8,-0.1455,0.98936,28,-0.96261,0.27091,5,0.28366,-0.95892,0,2
10,1,0.151,Real,0.13764,0.02078,0.5403,0.84147,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,2,0.136,Real,0.12728,0.01731,-0.41615,0.9093,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,3,0.136,Real,0.12706,0.01728,-0.98999,0.14112,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,4,0.131,Real,0.12847,0.01683,-0.65364,-0.7568,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,5,0.118,Real,0.12881,0.0152,0.28366,-0.95892,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,6,0.128,Real,0.12814,0.0164,0.96017,-0.27942,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,7,0.121,Real,0.13771,0.01666,0.7539,0.65699,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,8,0.121,Real,0.1381,0.01671,-0.1455,0.98936,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,9,0.953,Real,0.1362,0.1298,-0.91113,0.41212,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,10,0.38,Real,0.13731,0.05218,-0.83907,-0.54402,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,11,0.308,Real,0.12216,0.03763,0.00443,-0.99999,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,12,1.661,Real,0.1219,0.20248,0.84385,-0.53657,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,13,1.569,Real,0.12202,0.19145,0.90745,0.42017,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,14,0.074,Real,0.12607,0.00933,0.13674,0.99061,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,15,0.072,Real,0.12883,0.00928,-0.75969,0.65029,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,16,0.073,Real,0.12203,0.00891,-0.95766,-0.2879,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,17,0.073,Real,0.12201,0.00891,-0.27516,-0.9614,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,18,0.073,Real,0.12323,0.009,0.66032,-0.75099,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,19,0.073,Real,0.12428,0.00907,0.9887,0.14988,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,20,0.072,Real,0.14465,0.01041,0.40808,0.91295,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,21,0.073,Real,0.16138,0.01178,-0.54773,0.83666,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,22,0.073,Real,0.16392,0.01197,-0.99996,-0.00885,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,23,0.073,Real,0.16219,0.01184,-0.53283,-0.84622,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,24,0.072,Real,0.16123,0.01161,0.42418,-0.90558,8,-0.1455,0.98936,29,-0.74806,-0.66363,6,0.96017,-0.27942,0,2
10,1,0.073,Real,0.15785,0.01152,0.5403,0.84147,8,-0.1455,0.98936,30,0.15425,-0.98803,0,1.0,0.0,1,2
10,2,0.073,Real,0.15265,0.01114,-0.41615,0.9093,8,-0.1455,0.98936,30,0.15425,-0.98803,0,1.0,0.0,1,2
10,3,0.072,Real,0.14729,0.0106,-0.98999,0.14112,8,-0.1455,0.98936,30,0.15425,-0.98803,0,1.0,0.0,1,2
10,4,0.073,Real,0.14687,0.01072,-0.65364,-0.7568,8,-0.1455,0.98936,30,0.15425,-0.98803,0,1.0,0.0,1,2
10,5,0.073,Real,0.15152,0.01106,0.28366,-0.95892,8,-0.1455,0.98936,30,0.15425,-0.98803,0,1.0,0.0,1,2
10,6,0.073,Real,0.15653,0.01143,0.96017,-0.27942,8,-0.1455,0.98936,30,0.15425,-0.98803,0,1.0,0.0,1,2
10,7,0.072,Real,0.15914,0.01146,0.7539,0.65699,8,-0.1455,0.98936,30,0.15425,-0.98803,0,1.0,0.0,1,2
10,8,0.073,Real,0.16105,0.01176,-0.1455,0.98936,8,-0.1455,0.98936,30,0.15425,-0.98803,0,1.0,0.0,1,2
10,9,0.072,Real,0.19866,0.0143,-0.91113,0.41212,8,-0.1455,0.98936,30,0.15425,-0.98803,0,1.0,0.0,1,2
10,10,0.072,Real,0.19855,0.0143,-0.83907,-0.54402,8,-0.1455,0.98936,30,0.15425,-0.98803,0,1.0,0.0,1,2
10,11,0.072,Real,0.28652,0.02063,0.00443,-0.99999,8,-0.1455,0.98936,30,0.15425,-0.98803,0,1.0,0.0,1,2
10,12,0.071,Real,0.28325,0.02011,0.84385,-0.53657,8,-0.1455,0.98936,30,0.15425,-0.98803,0,1.0,0.0,1,2
10,13,0.071,Real,0.28237,0.02005,0.90745,0.42017,8,-0.1455,0.98936,30,0.15425,-0.98803,0,1.0,0.0,1,2
10,14,0.071,Real,0.28206,0.02003,0.13674,0.99061,8,-0.1455,0.98936,30,0.15425,-0.98803,0,1.0,0.0,1,2
10,15,0.069,Real,0.18883,0.01303,-0.75969,0.65029,8,-0.1455,0.98936,30,0.15425,-0.98803,0,1.0,0.0,1,2
