Código universal de punto de suministro,Hora,Consumo,Método de obtención,Tarifa,Precio,hora_cos,hora_sin,Mes,Mes_cos,Mes_sin,Dia,Dia_cos,Dia_sin,Dia_week,Dia_week_cos,Dia_week_sin,finde,Estacion
1,1,0.086,Estimado,0.25495,0.02193,0.5403,0.84147,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,2,0.047,Estimado,0.24646,0.01158,-0.41615,0.9093,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,3,0.057,Estimado,0.24143,0.01376,-0.98999,0.14112,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,4,0.063,Estimado,0.23888,0.01505,-0.65364,-0.7568,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,5,0.037,Estimado,0.24734,0.00915,0.28366,-0.95892,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,6,0.088,Estimado,0.25853,0.02275,0.96017,-0.27942,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,7,0.011,Estimado,0.26625,0.00293,0.7539,0.65699,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,8,0.105,Estimado,0.28372,0.02979,-0.1455,0.98936,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,9,0.009,Real,0.29539,0.00266,-0.91113,0.41212,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,10,0.07,Real,0.26311,0.01842,-0.83907,-0.54402,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,11,0.031,Real,0.3018,0.00936,0.00443,-0.99999,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,12,0.049,Real,0.29665,0.01454,0.84385,-0.53657,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,13,0.052,Real,0.30099,0.01565,0.90745,0.42017,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,14,0.027,Real,0.29994,0.0081,0.13674,0.99061,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,15,0.068,Real,0.24806,0.01687,-0.75969,0.65029,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,16,0.012,Real,0.24086,0.00289,-0.95766,-0.2879,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,17,0.085,Real,0.23766,0.0202,-0.27516,-0.9614,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,18,0.009,Real,0.24143,0.00217,0.66032,-0.75099,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,19,0.073,Real,0.29607,0.02161,0.9887,0.14988,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,20,0.03,Real,0.31631,0.00949,0.40808,0.91295,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,21,0.052,Real,0.35119,0.01826,-0.54773,0.83666,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,22,0.05,Real,0.36886,0.01844,-0.99996,-0.00885,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,23,0.278,Real,0.32353,0.08994,-0.53283,-0.84622,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,24,0.067,Real,0.31737,0.02126,0.42418,-0.90558,6,0.96017,-0.27942,27,-0.29214,0.95638,0,1.0,0.0,1,2
1,1,0.02,Estimado,0.32061,0.00641,0.5403,0.84147,6,0.96017,-0.27942,28,-0.96261,0.27091,1,0.5403,0.84147,1,2
1,2,0.105,Estimado,0.31627,0.03321,-0.41615,0.9093,6,0.96017,-0.27942,28,-0.96261,0.27091,1,0.5403,0.84147,1,2
1,3,0.005,Estimado,0.32243,0.00161,-0.98999,0.14112,6,0.96017,-0.27942,28,-0.96261,0.27091,1,0.5403,0.84147,1,2
1,4,0.098,Estimado,0.33746,0.03307,-0.65364,-0.7568,6,0.96017,-0.27942,28,-0.96261,0.27091,1,0.5403,0.84147,1,2
1,5,0.027,Estimado,0.34968,0.00944,0.28366,-0.95892,6,0.96017,-0.27942,28,-0.96261,0.27091,1,0.5403,0.84147,1,2
1,6,0.077,Estimado,0.36944,0.02845,0.96017,-0.27942,6,0.96017,-0.27942,28,-0.96261,0.27091,1,0.5403,0.84147,1,2
1,7,0.048,Estimado,0.37186,0.01785,0.7539,0.65699,6,0.96017,-0.27942,28,-0.96261,0.27091,1,0.5403,0.84147,1,2
1,8,0.053,Estimado,0.37227,0.01973,-0.1455,0.98936,6,0.96017,-0.27942,28,-0.96261,0.27091,1,0.5403,0.84147,1,2
1,9,0.049,Real,0.37869,0.01856,-0.91113,0.41212,6,0.96017,-0.27942,28,-0.96261,0.27091,1,0.5403,0.84147,1,2
1,10,0.037,Real,0.34404,0.01273,-0.83907,-0.54402,6,0.96017,-0.27942,28,-0.96261,0.27091,1,0.5403,0.84147,1,2
1,11,0.049,Real,0.36668,0.01797,0.00443,-0.99999,6,0.96017,-0.27942,28,-0.96261,0.27091,1,0.5403,0.84147,1,2
1,12,0.041,Real,0.35842,0.0147,0.84385,-0.53657,6,0.96017,-0.27942,28,-0.96261,0.27091,1,0.5403,0.84147,1,2
1,13,0.05,Real,0.35988,0.01799,0.90745,0.42017,6,0.96017,-0.27942,28,-0.96261,0.27091,1,0.5403,0.84147,1,2
1,14,0.037,Real,0.36231,0.01341,0.13674,0.99061,6,0.96017,-0.27942,28,-0.96261,0.27091,1,0.5403,0.84147,1,2
1,15,0.051,Real,0.30573,0.01559,-0.75969,0.65029,6,0.96017,-0.27942,28,-0.96261,0.27091,1,0.5403,0.84147,1,2
1,16,0.037,Real,0.30565,0.01131,-0.95766,-0.2879,6,0.96017,-0.27942,28,-0.96261,0.27091,1,0.5403,0.84147,1,2
1,17,0.054,Real,0.30493,0.01647,-0.27516,-0.9614,6,0.96017,-0.27942,28,-0.96261,0.27091,1,0.5403,0.84147,1,2
